EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER,,,,,,,,,,,,,,,,,,,,,,,
5387161,TIOGA (ZONE), ,3/16/2004,2000,Heavy Snow, , ,0,0,20000,0,NY,EST, ,1166856,Z,55,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Late on the 15th into the 16th, low pressure in the plains moved east as it intensified and became better organized.  A stationary front went from this low east to North Carolina.  Moisture was spread north into the area where cold air was near the surface.  Snow started between 5 and 9 AM on the 16th.  The snow had some effect on the morning commute in the central southern tier.  The low was off the Delmarva Peninsula the evening of the 16th before moving northeast further off the coast.  The snow was at its heaviest from the late morning into the afternoon on the 16th.  This snow intensity hindered drivers getting home during the afternoon and early evening.   The snow tapered off to scattered snow showers the morning of the 17th.  The snow was a widespread 8 to 11 inches.",188,,,,,,,,,,,,,,,,,,,,,,,
5387162,TOMPKINS (ZONE), ,3/16/2004,2000,Heavy Snow, , ,0,0,20000,0,NY,EST, ,1166856,Z,25,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Late on the 15th into the 16th, low pressure in the plains moved east as it intensified and became better organized.  A stationary front went from this low east to North Carolina.  Moisture was spread north into the area where cold air was near the surface.  Snow started between 5 and 9 AM on the 16th.  The snow had some effect on the morning commute in the central southern tier.  The low was off the Delmarva Peninsula the evening of the 16th before moving northeast further off the coast.  The snow was at its heaviest from the late morning into the afternoon on the 16th.  This snow intensity hindered drivers getting home during the afternoon and early evening.   The snow tapered off to scattered snow showers the morning of the 17th.  The snow was a widespread 8 to 11 inches.",189,,,,,,,,,,,,,,,,,,,,,,,
5387154,ONONDAGA (ZONE), ,3/16/2004,2100,Heavy Snow, , ,0,0,20000,0,NY,EST, ,1166856,Z,18,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Late on the 15th into the 16th, low pressure in the plains moved east as it intensified and became better organized.  A stationary front went from this low east to North Carolina.  Moisture was spread north into the area where cold air was near the surface.  Snow started between 5 and 9 AM on the 16th.  The snow had some effect on the morning commute in the central southern tier.  The low was off the Delmarva Peninsula the evening of the 16th before moving northeast further off the coast.  The snow was at its heaviest from the late morning into the afternoon on the 16th.  This snow intensity hindered drivers getting home during the afternoon and early evening.   The snow tapered off to scattered snow showers the morning of the 17th.  The snow was a widespread 8 to 11 inches.",190,,,,,,,,,,,,,,,,,,,,,,,
5387070,BROOME (ZONE), ,3/16/2004,2100,Heavy Snow, , ,0,0,20000,0,NY,EST, ,1166856,Z,56,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Late on the 15th into the 16th, low pressure in the plains moved east as it intensified and became better organized.  A stationary front went from this low east to North Carolina.  Moisture was spread north into the area where cold air was near the surface.  Snow started between 5 and 9 AM on the 16th.  The snow had some effect on the morning commute in the central southern tier.  The low was off the Delmarva Peninsula the evening of the 16th before moving northeast further off the coast.  The snow was at its heaviest from the late morning into the afternoon on the 16th.  This snow intensity hindered drivers getting home during the afternoon and early evening.   The snow tapered off to scattered snow showers the morning of the 17th.  The snow was a widespread 8 to 11 inches.",191,,,,,,,,,,,,,,,,,,,,,,,
5387073,CORTLAND (ZONE), ,3/16/2004,2100,Heavy Snow, , ,0,0,20000,0,NY,EST, ,1166856,Z,44,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Late on the 15th into the 16th, low pressure in the plains moved east as it intensified and became better organized.  A stationary front went from this low east to North Carolina.  Moisture was spread north into the area where cold air was near the surface.  Snow started between 5 and 9 AM on the 16th.  The snow had some effect on the morning commute in the central southern tier.  The low was off the Delmarva Peninsula the evening of the 16th before moving northeast further off the coast.  The snow was at its heaviest from the late morning into the afternoon on the 16th.  This snow intensity hindered drivers getting home during the afternoon and early evening.   The snow tapered off to scattered snow showers the morning of the 17th.  The snow was a widespread 8 to 11 inches.",192,,,,,,,,,,,,,,,,,,,,,,,
5387072,CHENANGO (ZONE), ,3/16/2004,2100,Heavy Snow, , ,0,0,20000,0,NY,EST, ,1166856,Z,45,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Late on the 15th into the 16th, low pressure in the plains moved east as it intensified and became better organized.  A stationary front went from this low east to North Carolina.  Moisture was spread north into the area where cold air was near the surface.  Snow started between 5 and 9 AM on the 16th.  The snow had some effect on the morning commute in the central southern tier.  The low was off the Delmarva Peninsula the evening of the 16th before moving northeast further off the coast.  The snow was at its heaviest from the late morning into the afternoon on the 16th.  This snow intensity hindered drivers getting home during the afternoon and early evening.   The snow tapered off to scattered snow showers the morning of the 17th.  The snow was a widespread 8 to 11 inches.",193,,,,,,,,,,,,,,,,,,,,,,,
5388587,CATTARAUGUS (ZONE), ,3/16/2004,2155,Heavy Snow, , ,0,0,200000,0,NY,EST, ,1167291,Z,20,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A low pressure system strengthened over the mid-Mississippi valley, moved to the Virginias, then tracked northeast along the Atlantic coast. The late season storm produced ten to twenty inches of heavy, wet snow across much of the region. The snow began across the western southern tier around daybreak on the 16th and during the morning hours across the Niagara frontier and western Finger Lakes region. The snow continued, heavy at times, throughout the day and then began to taper off at midnight. Many schools and businesses heeded warnings, closed on the 16th and remained closed on the 17th. The storm was blamed for numerous automobile accidents, including several fatalities. Specific storm totals included: 23 at Nunda; 19"" at Hamburg; 16"" at Ellicottville and West Seneca; 15"" at Cheektowaga"," Walworth and Warsaw; 14"" at Dansville"," Clarence and Livonia; 12"" at North Tonawanda", Elma," Lancaster and Frewsburg; 11"" at Randolph", Depew, Alden, Grand Island," Fairport and Palmyra; 10"" at Scottsville"," Stockton and Constantia; 9"" at Lockport", West Monroe, Pittsford, Webster," Springwater and Jamestown; and 8"" at Niagara Falls and East  Oswego.""",194,,,,,,,,,,
5387159,SOUTHERN ONEIDA (ZONE), ,3/16/2004,2200,Heavy Snow, , ,0,0,20000,0,NY,EST, ,1166856,Z,37,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Late on the 15th into the 16th, low pressure in the plains moved east as it intensified and became better organized.  A stationary front went from this low east to North Carolina.  Moisture was spread north into the area where cold air was near the surface.  Snow started between 5 and 9 AM on the 16th.  The snow had some effect on the morning commute in the central southern tier.  The low was off the Delmarva Peninsula the evening of the 16th before moving northeast further off the coast.  The snow was at its heaviest from the late morning into the afternoon on the 16th.  This snow intensity hindered drivers getting home during the afternoon and early evening.   The snow tapered off to scattered snow showers the morning of the 17th.  The snow was a widespread 8 to 11 inches.",195,,,,,,,,,,,,,,,,,,,,,,,
5387076,NORTHERN ONEIDA (ZONE), ,3/16/2004,2200,Heavy Snow, , ,0,0,20000,0,NY,EST, ,1166856,Z,9,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Late on the 15th into the 16th, low pressure in the plains moved east as it intensified and became better organized.  A stationary front went from this low east to North Carolina.  Moisture was spread north into the area where cold air was near the surface.  Snow started between 5 and 9 AM on the 16th.  The snow had some effect on the morning commute in the central southern tier.  The low was off the Delmarva Peninsula the evening of the 16th before moving northeast further off the coast.  The snow was at its heaviest from the late morning into the afternoon on the 16th.  This snow intensity hindered drivers getting home during the afternoon and early evening.   The snow tapered off to scattered snow showers the morning of the 17th.  The snow was a widespread 8 to 11 inches.",196,,,,,,,,,,,,,,,,,,,,,,,
5387075,MADISON (ZONE), ,3/16/2004,2200,Heavy Snow, , ,0,0,20000,0,NY,EST, ,1166856,Z,36,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Late on the 15th into the 16th, low pressure in the plains moved east as it intensified and became better organized.  A stationary front went from this low east to North Carolina.  Moisture was spread north into the area where cold air was near the surface.  Snow started between 5 and 9 AM on the 16th.  The snow had some effect on the morning commute in the central southern tier.  The low was off the Delmarva Peninsula the evening of the 16th before moving northeast further off the coast.  The snow was at its heaviest from the late morning into the afternoon on the 16th.  This snow intensity hindered drivers getting home during the afternoon and early evening.   The snow tapered off to scattered snow showers the morning of the 17th.  The snow was a widespread 8 to 11 inches.",197,,,,,,,,,,,,,,,,,,,,,,,
5388588,WYOMING (ZONE), ,3/16/2004,2200,Heavy Snow, , ,0,0,300000,0,NY,EST, ,1167291,Z,12,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A low pressure system strengthened over the mid-Mississippi valley, moved to the Virginias, then tracked northeast along the Atlantic coast. The late season storm produced ten to twenty inches of heavy, wet snow across much of the region. The snow began across the western southern tier around daybreak on the 16th and during the morning hours across the Niagara frontier and western Finger Lakes region. The snow continued, heavy at times, throughout the day and then began to taper off at midnight. Many schools and businesses heeded warnings, closed on the 16th and remained closed on the 17th. The storm was blamed for numerous automobile accidents, including several fatalities. Specific storm totals included: 23 at Nunda; 19"" at Hamburg; 16"" at Ellicottville and West Seneca; 15"" at Cheektowaga"," Walworth and Warsaw; 14"" at Dansville"," Clarence and Livonia; 12"" at North Tonawanda", Elma," Lancaster and Frewsburg; 11"" at Randolph", Depew, Alden, Grand Island," Fairport and Palmyra; 10"" at Scottsville"," Stockton and Constantia; 9"" at Lockport", West Monroe, Pittsford, Webster," Springwater and Jamestown; and 8"" at Niagara Falls and East  Oswego.""",198,,,,,,,,,,
5387155,OTSEGO (ZONE), ,3/16/2004,2200,Heavy Snow, , ,0,0,20000,0,NY,EST, ,1166856,Z,46,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Late on the 15th into the 16th, low pressure in the plains moved east as it intensified and became better organized.  A stationary front went from this low east to North Carolina.  Moisture was spread north into the area where cold air was near the surface.  Snow started between 5 and 9 AM on the 16th.  The snow had some effect on the morning commute in the central southern tier.  The low was off the Delmarva Peninsula the evening of the 16th before moving northeast further off the coast.  The snow was at its heaviest from the late morning into the afternoon on the 16th.  This snow intensity hindered drivers getting home during the afternoon and early evening.   The snow tapered off to scattered snow showers the morning of the 17th.  The snow was a widespread 8 to 11 inches.",199,,,,,,,,,,,,,,,,,,,,,,,
5387074,DELAWARE (ZONE), ,3/16/2004,2200,Heavy Snow, , ,0,0,20000,0,NY,EST, ,1166856,Z,57,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Late on the 15th into the 16th, low pressure in the plains moved east as it intensified and became better organized.  A stationary front went from this low east to North Carolina.  Moisture was spread north into the area where cold air was near the surface.  Snow started between 5 and 9 AM on the 16th.  The snow had some effect on the morning commute in the central southern tier.  The low was off the Delmarva Peninsula the evening of the 16th before moving northeast further off the coast.  The snow was at its heaviest from the late morning into the afternoon on the 16th.  This snow intensity hindered drivers getting home during the afternoon and early evening.   The snow tapered off to scattered snow showers the morning of the 17th.  The snow was a widespread 8 to 11 inches.",200,,,,,,,,,,,,,,,,,,,,,,,
5388589,MONROE (ZONE), ,3/16/2004,2240,Heavy Snow, , ,0,0,500000,0,NY,EST, ,1167291,Z,3,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A low pressure system strengthened over the mid-Mississippi valley, moved to the Virginias, then tracked northeast along the Atlantic coast. The late season storm produced ten to twenty inches of heavy, wet snow across much of the region. The snow began across the western southern tier around daybreak on the 16th and during the morning hours across the Niagara frontier and western Finger Lakes region. The snow continued, heavy at times, throughout the day and then began to taper off at midnight. Many schools and businesses heeded warnings, closed on the 16th and remained closed on the 17th. The storm was blamed for numerous automobile accidents, including several fatalities. Specific storm totals included: 23 at Nunda; 19"" at Hamburg; 16"" at Ellicottville and West Seneca; 15"" at Cheektowaga"," Walworth and Warsaw; 14"" at Dansville"," Clarence and Livonia; 12"" at North Tonawanda", Elma," Lancaster and Frewsburg; 11"" at Randolph", Depew, Alden, Grand Island," Fairport and Palmyra; 10"" at Scottsville"," Stockton and Constantia; 9"" at Lockport", West Monroe, Pittsford, Webster," Springwater and Jamestown; and 8"" at Niagara Falls and East  Oswego.""",201,,,,,,,,,,
5388590,NORTHERN CAYUGA (ZONE), ,3/17/2004,215,Heavy Snow, , ,0,0,100000,0,NY,EST, ,1167291,Z,5,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A low pressure system strengthened over the mid-Mississippi valley, moved to the Virginias, then tracked northeast along the Atlantic coast. The late season storm produced ten to twenty inches of heavy, wet snow across much of the region. The snow began across the western southern tier around daybreak on the 16th and during the morning hours across the Niagara frontier and western Finger Lakes region. The snow continued, heavy at times, throughout the day and then began to taper off at midnight. Many schools and businesses heeded warnings, closed on the 16th and remained closed on the 17th. The storm was blamed for numerous automobile accidents, including several fatalities. Specific storm totals included: 23 at Nunda; 19"" at Hamburg; 16"" at Ellicottville and West Seneca; 15"" at Cheektowaga"," Walworth and Warsaw; 14"" at Dansville"," Clarence and Livonia; 12"" at North Tonawanda", Elma," Lancaster and Frewsburg; 11"" at Randolph", Depew, Alden, Grand Island," Fairport and Palmyra; 10"" at Scottsville"," Stockton and Constantia; 9"" at Lockport", West Monroe, Pittsford, Webster," Springwater and Jamestown; and 8"" at Niagara Falls and East  Oswego.""",202,,,,,,,,,,
5388591,OSWEGO (ZONE), ,3/17/2004,500,Heavy Snow, , ,0,0,150000,0,NY,EST, ,1167291,Z,6,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A low pressure system strengthened over the mid-Mississippi valley, moved to the Virginias, then tracked northeast along the Atlantic coast. The late season storm produced ten to twenty inches of heavy, wet snow across much of the region. The snow began across the western southern tier around daybreak on the 16th and during the morning hours across the Niagara frontier and western Finger Lakes region. The snow continued, heavy at times, throughout the day and then began to taper off at midnight. Many schools and businesses heeded warnings, closed on the 16th and remained closed on the 17th. The storm was blamed for numerous automobile accidents, including several fatalities. Specific storm totals included: 23 at Nunda; 19"" at Hamburg; 16"" at Ellicottville and West Seneca; 15"" at Cheektowaga"," Walworth and Warsaw; 14"" at Dansville"," Clarence and Livonia; 12"" at North Tonawanda", Elma," Lancaster and Frewsburg; 11"" at Randolph", Depew, Alden, Grand Island," Fairport and Palmyra; 10"" at Scottsville"," Stockton and Constantia; 9"" at Lockport", West Monroe, Pittsford, Webster," Springwater and Jamestown; and 8"" at Niagara Falls and East  Oswego.""",203,,,,,,,,,,
5388592,NIAGARA (ZONE), ,3/17/2004,700,Heavy Snow, , ,0,0,100000,0,NY,EST, ,1167291,Z,1,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A low pressure system strengthened over the mid-Mississippi valley, moved to the Virginias, then tracked northeast along the Atlantic coast. The late season storm produced ten to twenty inches of heavy, wet snow across much of the region. The snow began across the western southern tier around daybreak on the 16th and during the morning hours across the Niagara frontier and western Finger Lakes region. The snow continued, heavy at times, throughout the day and then began to taper off at midnight. Many schools and businesses heeded warnings, closed on the 16th and remained closed on the 17th. The storm was blamed for numerous automobile accidents, including several fatalities. Specific storm totals included: 23 at Nunda; 19"" at Hamburg; 16"" at Ellicottville and West Seneca; 15"" at Cheektowaga"," Walworth and Warsaw; 14"" at Dansville"," Clarence and Livonia; 12"" at North Tonawanda", Elma," Lancaster and Frewsburg; 11"" at Randolph", Depew, Alden, Grand Island," Fairport and Palmyra; 10"" at Scottsville"," Stockton and Constantia; 9"" at Lockport", West Monroe, Pittsford, Webster," Springwater and Jamestown; and 8"" at Niagara Falls and East  Oswego.""",204,,,,,,,,,,
5390126,SOUTHERN WESTCHESTER (ZONE), ,3/19/2004,800,Heavy Snow, , ,0,0,0,0,NY,EST, ,1167105,Z,71,OKX,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"
As a low pressure system developed rapidly off the Southeast NJ Coast between 1 am and 7 am Friday morning, March 19th, bands of heavy snow occurred across most of Southern Westchester County.  Snowfall amounts generally ranged from 6 to 7 inches.  Here are selected snowfall amounts:

West Harrison - 6.8 inches.
Thornwood - 6.5 inches.
White Plains - 6.2 inches.",205,,,,,,,,,,,,,,,,,,,,,,,
5391055,CHAUTAUQUA (ZONE), ,4/4/2004,1055,Heavy Snow, , ,0,0,5000,0,NY,EST, ,1168018,Z,19,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,Low pressure moved up the mid-Atlantic coast and brought late season snows to the western southern tier of New York. Rainshowers changed to snow shortly after midnight on the 4th. The snow continued throughout the day with eight to twelve inches reported before the snow tapered off around midnight of the 5th.,206,,,,,,,,,,,,,,,,,,,,,,,
5391056,SOUTHERN ERIE (ZONE), ,4/4/2004,1203,Heavy Snow, , ,0,0,8000,0,NY,EST, ,1168018,Z,85,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,Low pressure moved up the mid-Atlantic coast and brought late season snows to the western southern tier of New York. Rainshowers changed to snow shortly after midnight on the 4th. The snow continued throughout the day with eight to twelve inches reported before the snow tapered off around midnight of the 5th.,207,,,,,,,,,,,,,,,,,,,,,,,
5391057,CATTARAUGUS (ZONE), ,4/4/2004,1615,Heavy Snow, , ,0,0,5000,0,NY,EST, ,1168018,Z,20,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,Low pressure moved up the mid-Atlantic coast and brought late season snows to the western southern tier of New York. Rainshowers changed to snow shortly after midnight on the 4th. The snow continued throughout the day with eight to twelve inches reported before the snow tapered off around midnight of the 5th.,208,,,,,,,,,,,,,,,,,,,,,,,
5429162,SOUTHERN ERIE (ZONE), ,12/13/2004,850,Heavy Snow, , ,0,0,1000,0,NY,EST, ,1182942,Z,85,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"The first lake effect event of the 2004-05 winter season began off Lake Erie Monday morning the 13th on a strong westerly flow with the heaviest snow falling between 4AM and Noon over the Boston Hills. The activity gradually shifted south across the western southern tier of New York during the evening. As the winds shifted to northwest, lake snows developed off Lake Ontario late Monday and early Tuesday (the 14th) and continued through early Wednesday morning before shutting down. Specific snowfall totals off Lake Erie included: Stockton 24; Sinclairville 20""; Perrysburg 19""; Boston 14""; Yorkshire 13"""," and Warsaw 11"". Off Lake Ontario",,,,,,,,,,,,,,,,,,,,,,,
5429163,CHAUTAUQUA (ZONE), ,12/13/2004,1115,Heavy Snow, , ,0,0,1000,0,NY,EST, ,1182942,Z,19,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"The first lake effect event of the 2004-05 winter season began off Lake Erie Monday morning the 13th on a strong westerly flow with the heaviest snow falling between 4AM and Noon over the Boston Hills. The activity gradually shifted south across the western southern tier of New York during the evening. As the winds shifted to northwest, lake snows developed off Lake Ontario late Monday and early Tuesday (the 14th) and continued through early Wednesday morning before shutting down. Specific snowfall totals off Lake Erie included: Stockton 24; Sinclairville 20""; Perrysburg 19""; Boston 14""; Yorkshire 13"""," and Warsaw 11"". Off Lake Ontario",,,,,,,,,,,,,,,,,,,,,,,
5429164,WYOMING (ZONE), ,12/13/2004,1544,Heavy Snow, , ,0,0,1000,0,NY,EST, ,1182942,Z,12,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"The first lake effect event of the 2004-05 winter season began off Lake Erie Monday morning the 13th on a strong westerly flow with the heaviest snow falling between 4AM and Noon over the Boston Hills. The activity gradually shifted south across the western southern tier of New York during the evening. As the winds shifted to northwest, lake snows developed off Lake Ontario late Monday and early Tuesday (the 14th) and continued through early Wednesday morning before shutting down. Specific snowfall totals off Lake Erie included: Stockton 24; Sinclairville 20""; Perrysburg 19""; Boston 14""; Yorkshire 13"""," and Warsaw 11"". Off Lake Ontario",,,,,,,,,,,,,,,,,,,,,,,
5429165,CATTARAUGUS (ZONE), ,12/13/2004,1800,Heavy Snow, , ,0,0,1000,0,NY,EST, ,1182942,Z,20,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"The first lake effect event of the 2004-05 winter season began off Lake Erie Monday morning the 13th on a strong westerly flow with the heaviest snow falling between 4AM and Noon over the Boston Hills. The activity gradually shifted south across the western southern tier of New York during the evening. As the winds shifted to northwest, lake snows developed off Lake Ontario late Monday and early Tuesday (the 14th) and continued through early Wednesday morning before shutting down. Specific snowfall totals off Lake Erie included: Stockton 24; Sinclairville 20""; Perrysburg 19""; Boston 14""; Yorkshire 13"""," and Warsaw 11"". Off Lake Ontario",,,,,,,,,,,,,,,,,,,,,,,
5429166,WAYNE (ZONE), ,12/14/2004,1700,Heavy Snow, , ,0,0,1000,0,NY,EST, ,1182942,Z,4,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"The first lake effect event of the 2004-05 winter season began off Lake Erie Monday morning the 13th on a strong westerly flow with the heaviest snow falling between 4AM and Noon over the Boston Hills. The activity gradually shifted south across the western southern tier of New York during the evening. As the winds shifted to northwest, lake snows developed off Lake Ontario late Monday and early Tuesday (the 14th) and continued through early Wednesday morning before shutting down. Specific snowfall totals off Lake Erie included: Stockton 24; Sinclairville 20""; Perrysburg 19""; Boston 14""; Yorkshire 13"""," and Warsaw 11"". Off Lake Ontario",,,,,,,,,,,,,,,,,,,,,,,
5429167,NORTHERN CAYUGA (ZONE), ,12/14/2004,2200,Heavy Snow, , ,0,0,1000,0,NY,EST, ,1182942,Z,5,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"The first lake effect event of the 2004-05 winter season began off Lake Erie Monday morning the 13th on a strong westerly flow with the heaviest snow falling between 4AM and Noon over the Boston Hills. The activity gradually shifted south across the western southern tier of New York during the evening. As the winds shifted to northwest, lake snows developed off Lake Ontario late Monday and early Tuesday (the 14th) and continued through early Wednesday morning before shutting down. Specific snowfall totals off Lake Erie included: Stockton 24; Sinclairville 20""; Perrysburg 19""; Boston 14""; Yorkshire 13"""," and Warsaw 11"". Off Lake Ontario",,,,,,,,,,,,,,,,,,,,,,,
5429168,OSWEGO (ZONE), ,12/14/2004,2255,Heavy Snow, , ,0,0,1000,0,NY,EST, ,1182942,Z,6,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"The first lake effect event of the 2004-05 winter season began off Lake Erie Monday morning the 13th on a strong westerly flow with the heaviest snow falling between 4AM and Noon over the Boston Hills. The activity gradually shifted south across the western southern tier of New York during the evening. As the winds shifted to northwest, lake snows developed off Lake Ontario late Monday and early Tuesday (the 14th) and continued through early Wednesday morning before shutting down. Specific snowfall totals off Lake Erie included: Stockton 24; Sinclairville 20""; Perrysburg 19""; Boston 14""; Yorkshire 13"""," and Warsaw 11"". Off Lake Ontario",,,,,,,,,,,,,,,,,,,,,,,
5429169,OSWEGO (ZONE), ,12/24/2004,700,Heavy Snow, , ,0,0,2000,0,NY,EST, ,1182943,Z,6,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Cold air built in across the lower Great Lakes during the afternoon of the 23rd and set up lake effect snow bands off Lake Erie over the higher elevations of the Western Southern Tier. A more intense band set up over northern Oswego and southwest Lewis counties off Lake Ontario. The activity off Lake Erie reorganized during the mid to late morning of the 24th into a single band from Silver Creek to Boston and then lifted north into the Buffalo metro area during the early afternoon. A general six to twelve inches fell with the heaviest amounts from downtown Buffalo to the Buffalo Airport. The Buffalo Airport was closed for several hours because of the snow. Off Lake Ontario, the lake snows also drifted north into Jefferson county, then settled back over Oswego county. Lake Erie snow amounts included: West Seneca 13; Buffalo Airport 12""; Hamburg 10""; and Boston and Silver Creek 8"". Off Lake Ontario the most snow fell over Oswego county where 23"" was reported in Pulaski. Other reports included: North Osceola and Hooker 8"" and Mexico 7"".""",216,,,,,,,,,,,,,,,,,,,,,,,
5429170,LEWIS (ZONE), ,12/24/2004,822,Heavy Snow, , ,0,0,2000,0,NY,EST, ,1182943,Z,8,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Cold air built in across the lower Great Lakes during the afternoon of the 23rd and set up lake effect snow bands off Lake Erie over the higher elevations of the Western Southern Tier. A more intense band set up over northern Oswego and southwest Lewis counties off Lake Ontario. The activity off Lake Erie reorganized during the mid to late morning of the 24th into a single band from Silver Creek to Boston and then lifted north into the Buffalo metro area during the early afternoon. A general six to twelve inches fell with the heaviest amounts from downtown Buffalo to the Buffalo Airport. The Buffalo Airport was closed for several hours because of the snow. Off Lake Ontario, the lake snows also drifted north into Jefferson county, then settled back over Oswego county. Lake Erie snow amounts included: West Seneca 13; Buffalo Airport 12""; Hamburg 10""; and Boston and Silver Creek 8"". Off Lake Ontario the most snow fell over Oswego county where 23"" was reported in Pulaski. Other reports included: North Osceola and Hooker 8"" and Mexico 7"".""",217,,,,,,,,,,,,,,,,,,,,,,,
5429171,NORTHERN ERIE (ZONE), ,12/24/2004,1840,Heavy Snow, , ,0,0,2000,0,NY,EST, ,1182943,Z,10,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Cold air built in across the lower Great Lakes during the afternoon of the 23rd and set up lake effect snow bands off Lake Erie over the higher elevations of the Western Southern Tier. A more intense band set up over northern Oswego and southwest Lewis counties off Lake Ontario. The activity off Lake Erie reorganized during the mid to late morning of the 24th into a single band from Silver Creek to Boston and then lifted north into the Buffalo metro area during the early afternoon. A general six to twelve inches fell with the heaviest amounts from downtown Buffalo to the Buffalo Airport. The Buffalo Airport was closed for several hours because of the snow. Off Lake Ontario, the lake snows also drifted north into Jefferson county, then settled back over Oswego county. Lake Erie snow amounts included: West Seneca 13; Buffalo Airport 12""; Hamburg 10""; and Boston and Silver Creek 8"". Off Lake Ontario the most snow fell over Oswego county where 23"" was reported in Pulaski. Other reports included: North Osceola and Hooker 8"" and Mexico 7"".""",218,,,,,,,,,,,,,,,,,,,,,,,
5429172,SOUTHERN ERIE (ZONE), ,12/25/2004,1015,Heavy Snow, , ,0,0,2000,0,NY,EST, ,1182943,Z,85,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Cold air built in across the lower Great Lakes during the afternoon of the 23rd and set up lake effect snow bands off Lake Erie over the higher elevations of the Western Southern Tier. A more intense band set up over northern Oswego and southwest Lewis counties off Lake Ontario. The activity off Lake Erie reorganized during the mid to late morning of the 24th into a single band from Silver Creek to Boston and then lifted north into the Buffalo metro area during the early afternoon. A general six to twelve inches fell with the heaviest amounts from downtown Buffalo to the Buffalo Airport. The Buffalo Airport was closed for several hours because of the snow. Off Lake Ontario, the lake snows also drifted north into Jefferson county, then settled back over Oswego county. Lake Erie snow amounts included: West Seneca 13; Buffalo Airport 12""; Hamburg 10""; and Boston and Silver Creek 8"". Off Lake Ontario the most snow fell over Oswego county where 23"" was reported in Pulaski. Other reports included: North Osceola and Hooker 8"" and Mexico 7"".""",219,,,,,,,,,,,,,,,,,,,,,,,
5430911,SOUTHEAST SUFFOLK (ZONE), ,12/27/2004,200,Heavy Snow, , ,0,0,0,0,NY,EST, ,1182723,Z,81,OKX,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"
A low pressure system developed along the Southeast U.S. coast and intensified as it moved northeast, passing about 300 miles southeast of Long Island.  Bands of snow, which became heavy, rotated northwest around this system during Sunday evening, December 26th, before ending early Monday morning.

Snowfall amounts ranged from:

6 to 9 inches across the south fork (from 6.5 inches at Westhampton Beach to 8.7 inches at East Hampton)

5 to 8 inches across the north fork

4 to 6 inches across Western Suffolk County and parts of Nassau County.",220,,,,,,,,,,,,,,,,,,,,,,,
