EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER,,
420233,MARIPOSA CO.,YOSEMITE VLG,11/30/2012,1200,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,70017,C,43,HNX,0,0,Mesonet, , , ,1,WSW,1,WSW,YOSEMITE VLG,37.74,-119.6,37.74,-119.6,Twenty four hour rainfall total at Happy Isles in Yosemite Park was 2.59 inches.,"The stable weather pattern continued through November 27th. The first in a series of east-Pacific storms approached the northern part of the central California interior that evening. These storms tapped into a long fetch of subtropical moisture, with resulting high snow levels through the first day of December.||While the first storm brought between a tenth and a quarter inch of rain to much of the central and southern San Joaquin Valley���north of Bakersfield���it was the second storm that brought significant rainfall to the central California interior. Fresno had a record rainfall on November 30th of 0.62 inch; the old record was 0.50 inch, set in 1982. In the Southern Sierra Nevada, new snowfall amounts ranged from 8 to 18 inches above the 9,000 foot level. The Sierra foothills saw heavy rain, with amounts around 4 inches in some spots.  As a result of the heavy rainfall, some rock and mud slides occurred as the heavy rains weakened the soil.  There were also several reports of flooded roads in Merced, Mariposa, Madera, and Fresno Counties. ||Bakersfield and the far south end of the San Joaquin Valley remain rain shadowed. Meadows Field recorded only 0.02 inch of rain from each of the first two storm, as the storm track stayed mainly north of Kern County.||The combination of clouds and the warm subtropical airmass also kept low temperatures unseasonably warm. Both Bakersfield and Fresno set record high minimum temperatures on the last day of the month. Both cities had above-normal average temperatures, an Fresno had its sixth warmest November on record. This was also the fourth consecutive month that Fresno ranked in the top 10 warmest months. August and September 2012 were the warmest months, respectively, on record, and October 2012 was the eighth warmest October on record. Temperature records for Fresno began on August 16th, 1887.",79,,
420235,MARIPOSA CO.,NORTH WAWONA,11/30/2012,1351,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,70017,C,43,HNX,0,0,Mesonet, , , ,1,ESE,1,ESE,NORTH WAWONA,37.54,-119.63,37.54,-119.63,Twenty four hour rainfall total at Wawona was 3.98 inches.,"The stable weather pattern continued through November 27th. The first in a series of east-Pacific storms approached the northern part of the central California interior that evening. These storms tapped into a long fetch of subtropical moisture, with resulting high snow levels through the first day of December.||While the first storm brought between a tenth and a quarter inch of rain to much of the central and southern San Joaquin Valley���north of Bakersfield���it was the second storm that brought significant rainfall to the central California interior. Fresno had a record rainfall on November 30th of 0.62 inch; the old record was 0.50 inch, set in 1982. In the Southern Sierra Nevada, new snowfall amounts ranged from 8 to 18 inches above the 9,000 foot level. The Sierra foothills saw heavy rain, with amounts around 4 inches in some spots.  As a result of the heavy rainfall, some rock and mud slides occurred as the heavy rains weakened the soil.  There were also several reports of flooded roads in Merced, Mariposa, Madera, and Fresno Counties. ||Bakersfield and the far south end of the San Joaquin Valley remain rain shadowed. Meadows Field recorded only 0.02 inch of rain from each of the first two storm, as the storm track stayed mainly north of Kern County.||The combination of clouds and the warm subtropical airmass also kept low temperatures unseasonably warm. Both Bakersfield and Fresno set record high minimum temperatures on the last day of the month. Both cities had above-normal average temperatures, an Fresno had its sixth warmest November on record. This was also the fourth consecutive month that Fresno ranked in the top 10 warmest months. August and September 2012 were the warmest months, respectively, on record, and October 2012 was the eighth warmest October on record. Temperature records for Fresno began on August 16th, 1887.",80,,
420236,MARIPOSA CO.,DARRAH,11/30/2012,1547,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,70017,C,43,HNX,0,0,Mesonet, , , ,1,NNW,1,NNW,DARRAH,37.54,-119.84,37.54,-119.84,Twenty four hour rainfall total at Mariposa was 3.61 inches.,"The stable weather pattern continued through November 27th. The first in a series of east-Pacific storms approached the northern part of the central California interior that evening. These storms tapped into a long fetch of subtropical moisture, with resulting high snow levels through the first day of December.||While the first storm brought between a tenth and a quarter inch of rain to much of the central and southern San Joaquin Valley���north of Bakersfield���it was the second storm that brought significant rainfall to the central California interior. Fresno had a record rainfall on November 30th of 0.62 inch; the old record was 0.50 inch, set in 1982. In the Southern Sierra Nevada, new snowfall amounts ranged from 8 to 18 inches above the 9,000 foot level. The Sierra foothills saw heavy rain, with amounts around 4 inches in some spots.  As a result of the heavy rainfall, some rock and mud slides occurred as the heavy rains weakened the soil.  There were also several reports of flooded roads in Merced, Mariposa, Madera, and Fresno Counties. ||Bakersfield and the far south end of the San Joaquin Valley remain rain shadowed. Meadows Field recorded only 0.02 inch of rain from each of the first two storm, as the storm track stayed mainly north of Kern County.||The combination of clouds and the warm subtropical airmass also kept low temperatures unseasonably warm. Both Bakersfield and Fresno set record high minimum temperatures on the last day of the month. Both cities had above-normal average temperatures, an Fresno had its sixth warmest November on record. This was also the fourth consecutive month that Fresno ranked in the top 10 warmest months. August and September 2012 were the warmest months, respectively, on record, and October 2012 was the eighth warmest October on record. Temperature records for Fresno began on August 16th, 1887.",81,,
420237,MARIPOSA CO.,NORTH WAWONA,11/30/2012,1551,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,70017,C,43,HNX,0,0,Mesonet, , , ,1,ESE,1,ESE,NORTH WAWONA,37.54,-119.63,37.54,-119.63,Twenty four hour rainfall total at Wawona was 4.56 inches.,"The stable weather pattern continued through November 27th. The first in a series of east-Pacific storms approached the northern part of the central California interior that evening. These storms tapped into a long fetch of subtropical moisture, with resulting high snow levels through the first day of December.||While the first storm brought between a tenth and a quarter inch of rain to much of the central and southern San Joaquin Valley���north of Bakersfield���it was the second storm that brought significant rainfall to the central California interior. Fresno had a record rainfall on November 30th of 0.62 inch; the old record was 0.50 inch, set in 1982. In the Southern Sierra Nevada, new snowfall amounts ranged from 8 to 18 inches above the 9,000 foot level. The Sierra foothills saw heavy rain, with amounts around 4 inches in some spots.  As a result of the heavy rainfall, some rock and mud slides occurred as the heavy rains weakened the soil.  There were also several reports of flooded roads in Merced, Mariposa, Madera, and Fresno Counties. ||Bakersfield and the far south end of the San Joaquin Valley remain rain shadowed. Meadows Field recorded only 0.02 inch of rain from each of the first two storm, as the storm track stayed mainly north of Kern County.||The combination of clouds and the warm subtropical airmass also kept low temperatures unseasonably warm. Both Bakersfield and Fresno set record high minimum temperatures on the last day of the month. Both cities had above-normal average temperatures, an Fresno had its sixth warmest November on record. This was also the fourth consecutive month that Fresno ranked in the top 10 warmest months. August and September 2012 were the warmest months, respectively, on record, and October 2012 was the eighth warmest October on record. Temperature records for Fresno began on August 16th, 1887.",82,,
510102,MARIPOSA CO.,YOSEMITE VLG,5/9/2013,1500,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,75750,C,43,HNX,0,0,Park/Forest Service, , , ,1,WSW,1,WSW,YOSEMITE VLG,37.74,-119.6,37.74,-119.6,"Heavy Rainfall with a total of 1.85 inches, reported by the Park Service.","May began warm and dry. Humidities were in the teens across the mountains of Kern and Tulare Counties on May 1st through the 3rd, and as highs in the southern San Joaquin Valley climbed into the mid 90s on the 2nd, relative humidities in the south end of the Valley fell to 10 percent or lower for several hours.||An upper-level low approached central California on May 4th. The southerly flow ahead of the low funneled through the passes and canyons of the Temblors, Diablo Range and the Tehachapi Mountains. This created gusty winds along the west side of the San Joaquin Valley that persisted from the afternoon of the 4th through the evening of 5th. Winds gusted to 51 mph at Sunflower Valley, and to 50 mph at Panoche Road. A gust to 59 mph was measured at the California Highway Patrol Weigh Station at the base of the Grapevine during the late afternoon of May 5th.|Winds also gusted to 45 mph at Meadows Field, Bakersfield during this time. The gust at Meadows Field tied the highest gust on record at Bakersfield for May, last occurring on May 23rd, 1990.||The upper-level low moved to off Monterey Bay on the evening of May 5th. In addition to the gusty winds generated by the cyclonic circulation, the low also spun subtropical moisture into central California, and as a series of upper-level disturbances rotated around the low, they triggered showers and thunderstorms across the region on the 6th. One of the thunderstorms spawned a tornado that touched down at 7:10 PM on May 6th in the dry riverbed of the Kern River near the intersection of Old River Road and Stockdale Highway, not far from the California State University, Bakersfield, campus in west Bakersfield.||The low moved into San Luis Obispo County during the night of May 6th-7th, and tracked across Kern County during the morning of the 7th. Moderate showers continued across parts of the central California interior through the morning hours, and continued over the Southern Sierra Nevada into the afternoon. A few of the stronger showers caused some road flooding, including northeast of Chowchilla and northwest of Bakersfield.||As the low moved east of California on May 8th, the cyclonic flow continued to generate showers over the eastern flanks of the Southern Sierra Nevada, some of which drifted west of the crest and into the central and southern San Joaquin Valley. Showers also moved into the Tehachapi Mountains.||Thunderstorms over the Southern Sierra Nevada during the afternoon and evening of May 9th dropped small hail on the floor of Yosemite Valley. Nearly two inches of rain fell on Yosemite Valley, with 1.87 inch falling in only 30 minutes. This heavy rain caused some road flooding and ponding of water on the Yosemite Valley floor.||Further south, thunderstorms over southeastern Kern County produced little rain, but did generate gusty winds. One thunderstorm generated an outflow wind that was measured at 40 mph at the Edwards AFB North Base Auxiliary Field. Winds also gusted to 55 mph in the Indian Wells Valley.",83,,
498451,MARIPOSA CO.,ELLIOTT CORNER,1/30/2014,941,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,82726,C,43,HNX,0,0,Trained Spotter, , , ,2,E,2,E,ELLIOTT CORNER,37.47,-119.74,37.47,-119.74,Storm spotter 24 hour rainfall 1.61 inches.,"The weather changed beginning the evening of January 29th as the first storm in over seven weeks reached the central California interior. Rain and mountain snow moved into the northern half of the region during the late evening of the 29th, spread south through the 30th and tapered off the last day of the month. The storm brought wind gusts as high as 50 mph to the mountains and deserts and the first measurable rain since December 7th to the San Joaquin Valley. Fresno broke its driest start to a calendar year at 28 days; the previous record had been 21 days, set in 1903. Bakersfield���s dry start ended at 29 days, just breaking the old record of 28 days, set in 1963.||The heaviest snow totals occurred in the higher elevations of the Southern Sierra.  For example, 14 inches fell near Devils Postpile, 12 inches just east of Cedar Grove, and 10 inches near Lake Wishon. ||The average high temperature for January at Fresno was 12 degrees above normal, and Bakersfield was 11.3 degrees above normal. However, the very dry, stable airmass over the region allowed for strong radiational cooling most nights. The average low temperatures for Bakersfield and Fresno were less than two degrees above normal.||The well above normal high temperatures more than offset the near-normal lows. January 2014 was the second warmest January on record for both Bakersfield and Fresno.",84,,
509976,MARIPOSA CO.,ELLIOTT CORNER,2/6/2014,819,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,84474,C,43,HNX,0,0,Trained Spotter, , , ,2,E,2,E,ELLIOTT CORNER,37.47,-119.74,37.47,-119.74,Trained spotter reported 0.22 inches of rain in Ponderosa Basin.,"The storm that reached the central California interior at the end of January heralded a week of unsettled weather for the region. February 1st saw low-level clouds banked against the San Joaquin Valley-facing slopes of the mountains in Kern and Tulare Counties, with clouds pushing into the Tehachapi Pass. The next day, a low-pressure system dropped south along the northern California coast, bringing precipitation to the region during the afternoon. This was a cold system, with the snow level down to around 3000 feet (and even lower in stronger snow showers). Yet despite the cold, unstable airmass, cloud cover inhibited thunderstorm development.||Despite the generally light rainfall amounts on the San Joaquin Valley floor, there was enough boundary-layer moisture to trigger patchy dense fog development in eastern Kings and western Tulare Counties (where the heaviest rain had fallen) around sunrise on February 3rd. Over the mountains, clouds rimmed the San Joaquin Valley and isolated showers were reported over the Southern Sierra Nevada.||Low temperatures in the central and southern San Joaquin Valley dropped below freezing during the morning of February 4th, with patchy frost reported in the coldest rural areas. These cold low temperatures continued the next morning, then clouds associated with the first major winter storm of the season arrived during the afternoon of the 5th.||The storm brought moderate to heavy rain to the central and southern San Joaquin Valley on February 6th, except for the strongly rain-shadowed south end of the Valley. Fresno received 0.80 inch of rain on the 6th, nearly two thirds of the total for November through January of 1.26 inch. In sharp contrast, Bakersfield only recorded 0.04 inch, one twentieth of Fresno���s amount. Heavy snow fell in the Southern Sierra Nevada, with the snotel at Big Meadows receiving an estimated two feet of new snow, with Dana Meadows getting only a few inches less. ||Unsettled weather continued through February 10th. As upper-level impulses moved over the area, periods of light showers continued across the central California interior. However, rainfall amounts, even when totaled from February 7th through the 10th, were considerably less than on the 6th. In the Southern Sierra Nevada, an estimated 4 to 7 inches of additional snow fell above 9000 feet. Further south, a mix of rain and snow was reported on February 7th near Bear Valley Springs in the Tehachapi Mountains.",85,,
509981,MARIPOSA CO.,ELLIOTT CORNER,2/7/2014,926,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,84474,C,43,HNX,0,0,Trained Spotter, , , ,2,E,2,E,ELLIOTT CORNER,37.47,-119.74,37.47,-119.74,Twenty six hundredths of an inch reported by a spotter.,"The storm that reached the central California interior at the end of January heralded a week of unsettled weather for the region. February 1st saw low-level clouds banked against the San Joaquin Valley-facing slopes of the mountains in Kern and Tulare Counties, with clouds pushing into the Tehachapi Pass. The next day, a low-pressure system dropped south along the northern California coast, bringing precipitation to the region during the afternoon. This was a cold system, with the snow level down to around 3000 feet (and even lower in stronger snow showers). Yet despite the cold, unstable airmass, cloud cover inhibited thunderstorm development.||Despite the generally light rainfall amounts on the San Joaquin Valley floor, there was enough boundary-layer moisture to trigger patchy dense fog development in eastern Kings and western Tulare Counties (where the heaviest rain had fallen) around sunrise on February 3rd. Over the mountains, clouds rimmed the San Joaquin Valley and isolated showers were reported over the Southern Sierra Nevada.||Low temperatures in the central and southern San Joaquin Valley dropped below freezing during the morning of February 4th, with patchy frost reported in the coldest rural areas. These cold low temperatures continued the next morning, then clouds associated with the first major winter storm of the season arrived during the afternoon of the 5th.||The storm brought moderate to heavy rain to the central and southern San Joaquin Valley on February 6th, except for the strongly rain-shadowed south end of the Valley. Fresno received 0.80 inch of rain on the 6th, nearly two thirds of the total for November through January of 1.26 inch. In sharp contrast, Bakersfield only recorded 0.04 inch, one twentieth of Fresno���s amount. Heavy snow fell in the Southern Sierra Nevada, with the snotel at Big Meadows receiving an estimated two feet of new snow, with Dana Meadows getting only a few inches less. ||Unsettled weather continued through February 10th. As upper-level impulses moved over the area, periods of light showers continued across the central California interior. However, rainfall amounts, even when totaled from February 7th through the 10th, were considerably less than on the 6th. In the Southern Sierra Nevada, an estimated 4 to 7 inches of additional snow fell above 9000 feet. Further south, a mix of rain and snow was reported on February 7th near Bear Valley Springs in the Tehachapi Mountains.",86,,
549475,MARIPOSA CO.,WAWONA,12/2/2014,615,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,91675,C,43,HNX,0,0,Mesonet, , , ,2,SE,2,SE,WAWONA,37.51,-119.63,37.51,-119.63,Mesonet station Yosemite at Wawona /YWAC1/ rainfall 1.78 inches.,"An upper level low and associated atmospheric river moved across central California December 2-3, 2014. This storm generated significant rainfall across the lower elevations. One-third to three-quarters of an inch of rain fell in the San Joaquin Valley and adjacent foothills, with 1 to 3 inches of rain along the west slopes of the Sierra Nevada below the snow line, which was generally above 8000 feet. Heaviest rain fell across Tulare County and Kern County in and around the Lake Isabella area. Up to two feet of snow fell in the high elevations of the Sierra Nevada. While there was significant concern about debris flows on burn scars due to the heavy rain, no problems were noted as rainfall intensity was not great enough. Strong winds were also observed at the base of the Grapevine along I-5.",87,,
550552,MADERA CO.,MADERA,12/11/2014,2100,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,91880,C,39,HNX,0,0,Mesonet, , , ,0,N,0,N,MADERA,36.97,-120.07,36.97,-120.07,Widespread rainfall amounts of 1 to 2 inches reported across the San Joaquin Valley portion Madera county with up to 2.5 inches in the foothills. Nuisance flooding of roadways.,"A strong cold front moved into central California on Thursday, December 11 and continued to impact the region through December 13. This system brought strong southerly winds across the Tehachapi mountains and into the San Joaquin Valley from the afternoon of the 11th to the morning of the 12th. During this time, winds gusted 70 to 90 mph across the mountains of Kern county with one gust of 105 mph reported at Grapevine Peak RAWS. In the San Joaquin Valley, winds gusted 40 to 60 mph, with the strongest winds occurring across Merced county south through western Fresno county and throughout Kern county. There was widespread minor wind damage across Kern county, including trees toppled, power poles down, and fences blown over. One report included approximately 2000 almond trees down northwest of Bakersfield, with a valued loss of $0.2M-0.5M. It was reported that 9,000 people lost power in the Bakersfield area during the storm. ||This storm system also brought heavy rain and snow beginning late on December 11 and continuing through December 13. Rainfall amounts were generally 1 to 3 inches across the San Joaquin Valley, the lower elevations of the Sierra Nevada, the Sierra Foothills, and the mountains of Kern county. Even the desert portion of Kern county received a tenth of an inch to as much as 1.5 inches of rain. The heavy rain resulted in widespread nuisance flooding, notably in Gustine, the Fresno area, and the Bakersfield area. A portion of Highway 99 (Taft Highway underpass) was closed for a period due to flooding during the morning of Friday, December 12. While a Flood Watch was issued for the Rim Fire burn scar, no impacts were noted. ||Snow was reported as low as 3600 feet where up to 2 inches of snow fell. Otherwise snow amounts ranged from about 8 inches to as much as 20 inches in the Sierra Nevada. NOHRSC analysis showed average snow water equivalent (SWE) in the Sierra increased from 0.4 to 1.1 and area covered by snow was up to 55.7% from 16.3%. A few inches of snow also fell across parts of Kern county. ||As the storm departed, there areas of dense fog developed in the San Joaquin Valley, becoming widespread on December 13 and 14. Another storm system moved into the region on Monday, December 15. Although much weaker than the previous storm, it produced gusty winds in the Kern county mountains and light snow in the Sierra Nevada.",88,,
559391,MADERA CO.,COARSEGOLD,2/6/2015,2300,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,93200,C,39,HNX,0,0,Mesonet, , , ,0,N,7,SSE,COARSEGOLD,37.27,-119.7,37.1764,-119.6513,Rainfall of 1 to 1.5 inches resulted in roadway flooding along Highway 41 near Coarsegold and a small mudslide 7 miles SSE of Coarsegold.,"An atmospheric river event, with several embedded short waves, impacted much of California from Thursday 5 February 2015 through Monday 9 February 2015. Due to the subtropical nature of the storm, snow levels remained very high (8000'+) throughout the storm with only a few inches reported. Precipitation across the San Joaquin Valley ranged from a few hundredths near Bakersfield to around three-quarters of an inch near Merced. In the Sierra Nevada and foothills, rainfall amounts were generally 2 to 4 inches with the highest amount observed being 5.16 at Nature Point (west of Oakhurst). Fresno received a storm total rain amount of 0.47 and Bakersfield 0.07.||At 1130 PM on Friday 6 February 2015, a mudslide was reported by CHP east of Coarsegold resulting in a one-car accident (no injuries). Law enforcement also reported flooding on Highway 41 near Coarsegold at the same time.||This system also brought gusty winds to the west side of the San Joaquin Valley where gusts were generally 35 to 45 mph on February 6. These winds resulted in blowing dust that severely reduced visibility along Highway 41 in Kings County, closing part of the road for several hours. Wind gusts of 35 to 45 mph also occurred on February 8 into the early morning of February 9, 2015 with a few gusts to near 60 mph through the Pacheco Pass and at the Panoche Road RAWS.  Winds were also gusty across the Kern County mountains and over the high elevations of the Sierra in Tulare County with gusts 40 to 50 mph.",89,,
555120,MARIN CO.,MILL VLY AFS,2/9/2015,402,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,92605,C,41,MTR,0,0,RAWS, , , ,1,NE,1,NE,MILL VLY AFS,37.93,-122.59,37.93,-122.59,A 72 Hour Rainfall Total of 4.80 inches was measured at elevation 2339 Feet on the Middle Peak RAWS.,"A strong winter storm finally impacted California following up on nearly a month and a half of no rain and the driest January on record. The storm brought heavy rain, gusty winds, and damage to trees and power lines along with some minor flooding of urban areas. Rainfall amounts were heaviest in the mountains with 5-10 inches or more occurring. Generally 1-3.5 inches fell in low elevation areas and urban spots, with less than an inch in Southern Monterey County. Winds gusted 50-70 MPH with the highest gusts in the mountains of the region. Several small mudslides were reported with the largest occurring in the Santa Cruz Mountains north of Boulder Creek on Highway 9.",90,,
672555,MADERA CO.,MADERA,12/23/2016,1600,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,112650,C,39,HNX,0,0,Mesonet, , , ,2,N,2,N,MADERA,37.003,-120.0696,37.003,-120.0696,Mesowest indicated several reports of 1-1.5 in rain between 1600 PST and 2200 PST.,"Slow southeasterly moving low pressure system coupled with northward moving tropical moisture brought heavy valley and foothill rains, heavy mountain snows, and gusty winds to parts of the central California interior. Precipitation was at times enhanced due to orographical lifting ahead of the slow southerly moving cold front associated with the low pressure system.",91,,
672545,MARIPOSA CO.,ELLIOTT CORNER,12/24/2016,844,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,112650,C,43,HNX,0,0,Trained Spotter, , , ,2,E,2,E,ELLIOTT CORNER,37.47,-119.74,37.47,-119.74,Spotter report of 24 hour rainfall total of 1.41 inches.,"Slow southeasterly moving low pressure system coupled with northward moving tropical moisture brought heavy valley and foothill rains, heavy mountain snows, and gusty winds to parts of the central California interior. Precipitation was at times enhanced due to orographical lifting ahead of the slow southerly moving cold front associated with the low pressure system.",92,,
675375,MARIPOSA CO.,ELLIOTT CORNER,1/4/2017,727,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,112800,C,43,HNX,0,0,Trained Spotter, , , ,2,E,2,E,ELLIOTT CORNER,37.47,-119.74,37.47,-119.74,Trained Spotter near Ponderosa Basin in Mariposa County reported a 24 hour rainfall total of 1.90 inches.,Low pressure moving southeastward into central CA from the Pacific Northwest allowed subtropical moisture stream to be pumped into the region bringing heavy rainfall to the San Joaquin Valley and foothill areas. Orographic lifting caused intensification of rains at times. Heavy mountain snows also occurred. Low clouds and fog from the orographic lifting also created dangerous driving conditions for the Kern County mountain passes.,93,,
675376,MARIPOSA CO.,ELLIOTT CORNER,1/5/2017,647,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,112800,C,43,HNX,0,0,Trained Spotter, , , ,2,E,2,E,ELLIOTT CORNER,37.47,-119.74,37.47,-119.74,Trained Spotter near Ponderosa Basin in Mariposa County reported a 24 hour rainfall total of 3.08 inches.,Low pressure moving southeastward into central CA from the Pacific Northwest allowed subtropical moisture stream to be pumped into the region bringing heavy rainfall to the San Joaquin Valley and foothill areas. Orographic lifting caused intensification of rains at times. Heavy mountain snows also occurred. Low clouds and fog from the orographic lifting also created dangerous driving conditions for the Kern County mountain passes.,94,,
675377,MARIPOSA CO.,ELLIOTT CORNER,1/5/2017,900,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,112800,C,43,HNX,0,0,Public, , , ,2,E,2,E,ELLIOTT CORNER,37.47,-119.74,37.47,-119.74,Public report of 24 hour rainfall of 2.70 inches near Ponderosa Basin in Mariposa County.,Low pressure moving southeastward into central CA from the Pacific Northwest allowed subtropical moisture stream to be pumped into the region bringing heavy rainfall to the San Joaquin Valley and foothill areas. Orographic lifting caused intensification of rains at times. Heavy mountain snows also occurred. Low clouds and fog from the orographic lifting also created dangerous driving conditions for the Kern County mountain passes.,95,,
673898,MARIPOSA CO.,FISH CAMP,1/5/2017,1052,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,112800,C,43,HNX,0,0,Trained Spotter, , , ,1,W,1,W,FISH CAMP,37.48,-119.64,37.48,-119.64,Trained spotter report of 24 hour rainfall total over 5 inches in Fish Camp.,Low pressure moving southeastward into central CA from the Pacific Northwest allowed subtropical moisture stream to be pumped into the region bringing heavy rainfall to the San Joaquin Valley and foothill areas. Orographic lifting caused intensification of rains at times. Heavy mountain snows also occurred. Low clouds and fog from the orographic lifting also created dangerous driving conditions for the Kern County mountain passes.,96,,
676498,MENDOCINO CO.,LEGGETT,1/6/2017,2200,Heavy Rain, , ,0,0,2500000,0,CA,PST-8, ,113112,C,45,EKA,0,0,Department of Highways, , , ,1,SSW,1,SSW,LEGGETT,39.8621,-123.7254,39.8621,-123.7254,Two landslides blocking Highway 1 requiring removal and slope stabilization. Highway has been closed for nearly two months.,"Another cold system brought another round of high elevation snow to the region, particularly in Trinity County. This storm system was then followed by a series of wet systems with heavy rain resulting in small stream, urban, and river flooding. The contrasting temperatures from the previous cold systems and saturated ground caused numerous rock and land slides across the region. Also, in addition to the heavy rain, strong coastal and ridge winds resulted in closed roads and power outages.",97,,
676502,MENDOCINO CO.,OUTLET,1/6/2017,2200,Heavy Rain, , ,0,0,2000000,0,CA,PST-8, ,113112,C,45,EKA,0,0,Department of Highways, , , ,1,SSE,1,SSE,OUTLET,39.4215,-123.343,39.4215,-123.343,Slope failure along the Willits Bypass.,"Another cold system brought another round of high elevation snow to the region, particularly in Trinity County. This storm system was then followed by a series of wet systems with heavy rain resulting in small stream, urban, and river flooding. The contrasting temperatures from the previous cold systems and saturated ground caused numerous rock and land slides across the region. Also, in addition to the heavy rain, strong coastal and ridge winds resulted in closed roads and power outages.",98,,
676501,MENDOCINO CO.,SUMMIT,1/6/2017,2200,Heavy Rain, , ,0,0,1300000,0,CA,PST-8, ,113112,C,45,EKA,0,0,Department of Highways, , , ,2,S,2,S,SUMMIT,39.3917,-123.4057,39.3917,-123.4057,Two landslides and a slip out between post miles 20 and 26 along Highway 20 in Mendocino County requiring slide removal and slope stabilization.,"Another cold system brought another round of high elevation snow to the region, particularly in Trinity County. This storm system was then followed by a series of wet systems with heavy rain resulting in small stream, urban, and river flooding. The contrasting temperatures from the previous cold systems and saturated ground caused numerous rock and land slides across the region. Also, in addition to the heavy rain, strong coastal and ridge winds resulted in closed roads and power outages.",99,,
676625,LAKE CO.,MIDDLETOWN,1/8/2017,1200,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,111564,C,33,STO,0,0,Mesonet, , , ,3,WNW,3,WNW,MIDDLETOWN,38.76,-122.68,38.76,-122.68,"There were 11.25 of rain measured at Bear Canyon Road, in Anderson Springs. The duration of the heavy rain event was 72 hours.","Two strong storms brought a range of significant weather impacts to northern interior California. The first storm was very wet and warm, the second not quite as wet but cooler with lower snow levels. Both storms brought strong, damaging winds.  The heavy rain brought widespread flooding of small streams and rivers, with some flooding of main stem rivers, mountain snow many feet deep, and numerous trees down on roads, vehicles, and homes. Many roads, including major highways such as Interstate 80, were shut down due to mudslides, heavy snow, flooding, washouts or avalanche suppression.  EF0 tornadoes were reported at Lincoln and Natomas. Other significant impacts include numerous accidents due to slippery roads, evacuations and rescues due to flooding.",100,,
682178,MENDOCINO CO.,LAYTONVILLE,1/9/2017,1430,Heavy Rain, , ,0,0,7000000,0,CA,PST-8, ,113112,C,45,EKA,0,0,Department of Highways, , , ,2,NNW,2,NNW,LAYTONVILLE,39.7125,-123.4939,39.7125,-123.4939,Roadway failure near Laytonville along Highway 101 from milepost 66 to 78.,"Another cold system brought another round of high elevation snow to the region, particularly in Trinity County. This storm system was then followed by a series of wet systems with heavy rain resulting in small stream, urban, and river flooding. The contrasting temperatures from the previous cold systems and saturated ground caused numerous rock and land slides across the region. Also, in addition to the heavy rain, strong coastal and ridge winds resulted in closed roads and power outages.",101,,
676504,MENDOCINO CO.,OLD HOPLAND,1/9/2017,1430,Heavy Rain, , ,0,0,550000,0,CA,PST-8, ,113112,C,45,EKA,0,0,Department of Highways, , , ,0,S,0,S,OLD HOPLAND,38.9755,-123.1008,38.9755,-123.1008,Dooley Creek bank erosion near Old Hopland.,"Another cold system brought another round of high elevation snow to the region, particularly in Trinity County. This storm system was then followed by a series of wet systems with heavy rain resulting in small stream, urban, and river flooding. The contrasting temperatures from the previous cold systems and saturated ground caused numerous rock and land slides across the region. Also, in addition to the heavy rain, strong coastal and ridge winds resulted in closed roads and power outages.",102,,
